"id_inscripcion_curso";"id_ciclo";"id_plan";"id_curso";"id_division";"id_alumno";"createdAt";"updatedAt"
368;57;6;21;1;214;"2024-12-02";"2024-12-02"
369;57;6;21;1;257;"2024-12-02";"2024-12-02"
370;57;6;21;1;278;"2024-12-02";"2024-12-02"
371;57;6;21;1;320;"2024-12-02";"2024-12-02"
372;57;6;21;1;345;"2024-12-02";"2024-12-02"
373;57;6;21;1;355;"2024-12-02";"2024-12-02"
374;57;6;21;1;365;"2024-12-02";"2024-12-02"
375;57;6;21;1;366;"2024-12-02";"2024-12-02"
376;57;6;21;1;385;"2024-12-02";"2024-12-02"
377;57;6;21;1;814;"2024-12-02";"2024-12-02"
378;57;6;21;1;812;"2024-12-02";"2024-12-02"
379;57;6;21;1;464;"2024-12-02";"2024-12-02"
380;57;6;21;1;506;"2024-12-02";"2024-12-02"
381;57;6;21;1;943;"2024-12-02";"2024-12-02"
382;57;6;21;1;694;"2024-12-02";"2024-12-02"
383;57;6;21;1;702;"2024-12-02";"2024-12-02"
384;57;6;21;2;62;"2024-12-02";"2024-12-02"
385;57;6;21;2;79;"2024-12-02";"2024-12-02"
386;57;6;21;2;944;"2024-12-02";"2024-12-02"
387;57;6;21;2;129;"2024-12-02";"2024-12-02"
388;57;6;21;2;174;"2024-12-02";"2024-12-02"
389;57;6;21;2;176;"2024-12-02";"2024-12-02"
390;57;6;21;2;226;"2024-12-02";"2024-12-02"
391;57;6;21;2;260;"2024-12-02";"2024-12-02"
392;57;6;21;2;307;"2024-12-02";"2024-12-02"
393;57;6;21;2;341;"2024-12-02";"2024-12-02"
394;57;6;21;2;396;"2024-12-02";"2024-12-02"
395;57;6;21;2;400;"2024-12-02";"2024-12-02"
396;57;6;21;2;419;"2024-12-02";"2024-12-02"
397;57;6;21;2;484;"2024-12-02";"2024-12-02"
398;57;6;21;2;504;"2024-12-02";"2024-12-02"
399;57;6;21;2;579;"2024-12-02";"2024-12-02"
400;57;6;21;2;623;"2024-12-02";"2024-12-02"
401;57;6;21;2;666;"2024-12-02";"2024-12-02"
402;57;6;21;2;945;"2024-12-02";"2024-12-02"
403;57;6;21;2;815;"2024-12-02";"2024-12-02"
404;57;6;21;3;15;"2024-12-02";"2024-12-02"
405;57;6;21;3;813;"2024-12-02";"2024-12-02"
406;57;6;21;3;137;"2024-12-02";"2024-12-02"
407;57;6;21;3;241;"2024-12-02";"2024-12-02"
408;57;6;21;3;275;"2024-12-02";"2024-12-02"
409;57;6;21;3;282;"2024-12-02";"2024-12-02"
410;57;6;21;3;289;"2024-12-02";"2024-12-02"
411;57;6;21;3;316;"2024-12-02";"2024-12-02"
412;57;6;21;3;390;"2024-12-02";"2024-12-02"
413;57;6;21;3;404;"2024-12-02";"2024-12-02"
414;57;6;21;3;416;"2024-12-02";"2024-12-02"
415;57;6;21;3;511;"2024-12-02";"2024-12-02"
416;57;6;21;3;519;"2024-12-02";"2024-12-02"
417;57;6;21;3;560;"2024-12-02";"2024-12-02"
418;57;6;21;3;568;"2024-12-02";"2024-12-02"
419;57;6;21;3;571;"2024-12-02";"2024-12-02"
420;57;6;21;3;597;"2024-12-02";"2024-12-02"
421;57;6;21;3;751;"2024-12-02";"2024-12-02"
422;57;6;21;3;946;"2024-12-02";"2024-12-02"
423;57;6;22;1;36;"2024-12-02";"2024-12-02"
424;57;6;22;1;44;"2024-12-02";"2024-12-02"
425;57;6;22;1;49;"2024-12-02";"2024-12-02"
426;57;6;22;1;175;"2024-12-02";"2024-12-02"
427;57;6;22;1;183;"2024-12-02";"2024-12-02"
