"id_fechaExamen";"fechaExamen";"id_turno";"id_materia";"id_condicion";"createdAt";"updatedAt"
149;"2024-12-19 13:00:00";4;259;2;"2024-12-19 11:29:57";"2024-12-20 12:44:40"
150;"2024-12-20 08:00:00";4;236;1;"2024-12-19 11:30:19";"2024-12-20 12:48:49"
151;"2024-12-20 08:00:00";4;248;1;"2024-12-19 11:30:25";"2024-12-20 12:49:04"
152;"2024-12-20 08:00:00";4;222;1;"2024-12-19 11:35:19";"2024-12-20 13:11:03"
153;"2024-12-20 08:00:00";4;220;1;"2024-12-19 11:35:44";"2024-12-20 12:33:48"
154;"2024-12-19 13:00:00";4;260;1;"2024-12-19 11:38:27";"2024-12-20 12:28:33"
155;"2024-12-20 13:00:00";4;244;1;"2024-12-19 11:39:37";"2024-12-19 12:44:59"
156;"2024-12-20 08:00:00";4;223;1;"2024-12-19 11:54:03";"2024-12-26 13:09:47"
157;"2024-12-19 13:00:00";4;259;1;"2024-12-19 11:54:29";"2024-12-26 13:12:51"
158;"2024-12-20 08:00:00";4;265;1;"2024-12-19 11:56:11";"2024-12-20 12:25:40"
159;"2024-12-20 08:00:00";4;291;1;"2024-12-19 12:01:39";"2024-12-20 12:32:54"
160;"2024-12-19 13:00:00";4;274;2;"2024-12-19 12:08:42";"2024-12-20 12:46:50"
161;"2024-12-19 08:00:00";4;282;1;"2024-12-19 12:15:56";"2024-12-19 13:25:07"
162;"2025-02-20 08:00:00";5;219;1;"2024-12-19 13:26:50";"2024-12-20 14:13:00"
163;"2025-02-19 08:00:00";5;221;1;"2024-12-19 13:26:59";"2024-12-20 14:13:33"
164;"2024-12-19 14:12:53";5;230;1;"2024-12-19 14:12:53";"2024-12-19 14:12:53"
165;"2025-02-20 08:00:00";5;229;1;"2024-12-20 11:17:51";"2024-12-20 14:14:13"
166;"2025-02-19 15:00:00";5;252;1;"2024-12-20 12:10:08";"2024-12-20 14:17:11"
167;"2025-02-19 13:00:00";5;265;1;"2024-12-20 12:10:18";"2024-12-20 14:18:26"
168;"2025-02-21 13:00:00";5;290;1;"2024-12-20 12:10:23";"2024-12-20 14:19:20"
169;"2025-02-20 15:00:00";5;264;1;"2024-12-20 12:14:13";"2024-12-20 14:17:54"
170;"2025-02-20 15:00:00";5;279;1;"2024-12-20 12:14:20";"2024-12-20 14:19:09"
171;"2025-02-19 08:00:00";5;230;3;"2024-12-20 13:42:06";"2024-12-20 14:14:40"
172;"2025-02-19 08:00:00";5;231;1;"2024-12-20 13:42:52";"2024-12-20 14:16:26"
173;"2025-02-19 08:00:00";5;232;1;"2024-12-20 13:43:03";"2024-12-20 14:16:45"
174;"2024-12-20 14:07:49";5;259;2;"2024-12-20 14:07:49";"2024-12-20 14:07:49"
175;"2024-12-20 14:07:54";5;260;2;"2024-12-20 14:07:54";"2024-12-20 14:07:54"
176;"2025-02-21 13:00:00";5;273;1;"2024-12-20 14:08:53";"2024-12-20 14:18:49"
177;"2024-12-20 18:12:58";15;260;1;"2024-12-20 18:12:58";"2024-12-20 18:12:58"
