"id_materia";"nombre";"area";"id_curso";"createdAt";"updatedAt"
135;"HISTORIA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
136;"GEOGRAFÍA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
137;"EDUCACIÓN TECNOLÓGICA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
138;"EDUCACIÓN PLÁSTICA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
139;"MÚSICA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
140;"FORMACIÓN ÉTICA Y CIUDADANA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
141;"EDUCACIÓN FÍSICA";"";11;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
142;"LENGUA CASTELLANA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
143;"INGLÉS";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
144;"MATEMÁTICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
145;"BIOLOGÍA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
146;"FÍSICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
147;"QUÍMICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
148;"HISTORIA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
149;"GEOGRAFÍA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
150;"EDUCACIÓN TECNOLÓGICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
151;"EDUCACIÓN PLÁSTICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
152;"MÚSICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
153;"FORMACIÓN ÉTICA Y CIUDADANA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
154;"EDUCACIÓN FÍSICA";"";12;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
155;"LENGUA CASTELLANA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
156;"INGLÉS";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
157;"MATEMÁTICA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
158;"BIOLOGÍA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
159;"FÍSICO-QUÍMICA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
160;"HISTORIA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
161;"GEOGRAFÍA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
162;"EDUCACIÓN TECNOLÓGICA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
163;"EDUCACIÓN PLÁSTICA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
164;"MÚSICA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
165;"FORMACIÓN ÉTICA Y CIUDADANA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
166;"EDUCACIÓN FÍSICA";"";13;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
167;"MATEMÁTICA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
168;"LENGUA CASTELLANA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
169;"INGLÉS";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
170;"FORMACIÓN ÉTICA Y CIUDADANA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
171;"FORMACIÓN ARTÍSTICO CULTURAL: PLÁSTICA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
172;"BIOLOGÍA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
173;"FÍSICA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
174;"HISTORIA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
175;"GEOGRAFÍA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
176;"EDUCACIÓN FÍSICA";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
177;"ECONOMÍA I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
178;"GESTIÓN DE LAS ORGANIZACIONES I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
179;"SISTEMAS DE INFORMACIÓN I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
180;"GESTIÓN ORGANIZACIONAL I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
181;"METODOLOGÍA DE LA INVESTIGACIÓN";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
182;"SISTEMA ADMINISTRATIVO CONTABLE I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
183;"PROYECTO INTEGRADOR I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
184;"RECURSO INFORMÁTICO I";"";14;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
185;"MATEMÁTICA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
186;"LENGUA CASTELLANA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
187;"INGLÉS";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
188;"PSICOLOGÍA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
189;"FORMACIÓN ARTÍSTICO CULTURAL: MÚSICA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
190;"BIOLOGÍA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
191;"QUÍMICA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
192;"HISTORIA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
193;"GEOGRAFÍA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
194;"EDUCACIÓN FÍSICA";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
195;"ECONOMÍA II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
196;"GESTIÓN DE LAS ORGANIZACIONES II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
197;"SISTEMAS DE INFORMACIÓN II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
198;"GESTIÓN ORGANIZACIONAL II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
199;"SISTEMA ADMINISTRATIVO CONTABLE II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
200;"PROYECTO INTEGRADOR II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
201;"RECURSO INFORMÁTICO II";"";15;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
202;"MATEMÁTICA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
203;"LENGUA CASTELLANA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
204;"INGLÉS";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
205;"FILOSOFÍA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
206;"FORMACIÓN ARTÍSTICO CULTURAL: TEATRO";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
207;"QUÍMICA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
208;"FÍSICA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
209;"HISTORIA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
210;"EDUCACIÓN FÍSICA";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
211;"ECONOMÍA III";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
212;"MARCO JURÍDICO DE LAS ORGANIZACIONES";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
213;"SISTEMAS DE INFORMACIÓN III ";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
214;"GESTIÓN ORGANIZACIONAL III";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
215;"SISTEMA ADMINISTRATIVO CONTABLE III";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
216;"PROYECTO INTEGRADOR III";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
217;"RECURSO INFORMÁTICO III";"";16;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
218;"EDUCACIÓN FÍSICA";"ARTÍSTICA";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
219;"LENGUA Y LITERATURA";"";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
220;"MATEMÁTICA";"";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
221;"CIENCIAS NATURALES - BIOLOGÍA";"NATURALES";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
222;"CIENCIAS NATURALES - FÍSICA";"NATURALES";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
223;"CIENCIAS SOCIALES - GEOGRAFÍA";"SOCIALES";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
224;"LENGUA EXTRANJERA - INGLÉS";"";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
225;"EDUCACIÓN ARTÍSTICA - ARTES VISUALES";"ARTÍSTICA";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
226;"EDUCACIÓN TECNOLÓGICA";"";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
227;"CIUDADANÍA Y PARTICIPACIÓN";"SOCIALES";17;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
228;"EDUCACIÓN FÍSICA";"ARTÍSTICA";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
229;"LENGUA Y LITERATURA";"";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
230;"MATEMÁTICA";"";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
231;"CIENCIAS NATURALES - QUÍMICA";"NATURALES";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
232;"BIOLOGÍA";"NATURALES";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
233;"CIENCIAS SOCIALES - HISTORIA";"SOCIALES";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
234;"LENGUA EXTRANJERA - INGLÉS";"";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
235;"EDUCACIÓN ARTÍSTICA - MÚSICA";"ARTÍSTICA";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
236;"EDUCACIÓN TECNOLÓGICA";"";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
237;"CIUDADANÍA Y PARTICIPACIÓN";"SOCIALES";18;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
238;"EDUCACIÓN FÍSICA";"ARTÍSTICA";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
239;"LENGUA Y LITERATURA";"";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
240;"MATEMÁTICA";"";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
241;"FÍSICA";"NATURALES";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
242;"QUÍMICA";"NATURALES";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
243;"GEOGRAFÍA";"SOCIALES";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
244;"HISTORIA";"SOCIALES";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
245;"LENGUA EXTRANJERA - INGLÉS";"";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
246;"EDUCACIÓN ARTÍSTICA - ARTES VISUALES";"";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
247;"EDUCACIÓN ARTÍSTICA - MÚSICA";"ARTÍSTICA";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
248;"EDUCACIÓN TECNOLÓGICA";"";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
249;"FORMACIÓN PARA LA VIDA Y EL TRABAJO";"";19;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
250;"EDUCACIÓN FÍSICA";"ARTÍSTICA";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
251;"LENGUA Y LITERATURA";"";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
252;"MATEMÁTICA";"";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
253;"BIOLOGÍA";"";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
254;"GEOGRAFÍA";"SOCIALES";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
255;"HISTORIA";"SOCIALES";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
256;"LENGUA EXTRANJERA - INGLÉS";"";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
257;"EDUCACIÓN ARTÍSTICA - ARTES VISUALES";"ARTÍSTICA";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
258;"FORMACIÓN PARA LA VIDA Y EL TRABAJO";"";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
259;"SISTEMAS DE INFORMACIÓN CONTABLE";"ESPECIALIDAD";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
260;"ADMINISTRACIÓN";"ESPECIALIDAD";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
261;"ECONOMÍA Y DESARROLLO SUSTENTABLE";"ESPECIALIDAD";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
262;"ADMINISTRACIÓN DE LA PRODUCCIÓN Y COMERCIALIZACIÓN";"ESPECIALIDAD";20;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
263;"EDUCACIÓN FÍSICA";"ARTÍSTICA";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
264;"LENGUA Y LITERATURA";"";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
265;"MATEMÁTICA";"";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
266;"FÍSICA";"";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
267;"GEOGRAFÍA";"SOCIALES";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
268;"HISTORIA";"SOCIALES";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
269;"LENGUA EXTRANJERA - INGLÉS";"";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
270;"EDUCACIÓN ARTÍSTICA - MÚSICA";"ARTÍSTICA";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
271;"PSICOLOGÍA";"SOCIALES";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
272;"FORMACIÓN PARA LA VIDA Y EL TRABAJO";"";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
273;"SISTEMAS DE INFORMACIÓN CONTABLE";"ESPECIALIDAD";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
