"id_materia";"nombre";"area";"id_curso";"createdAt";"updatedAt"
274;"ADMINISTRACIÓN";"ESPECIALIDAD";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
275;"ECONOMÍA";"ESPECIALIDAD";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
276;"ADMINISTRACIÓN DE RECURSOS HUMANOS";"ESPECIALIDAD";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
277;"ADMINISTRACIÓN DE LA PRODUCCIÓN Y COMERCIALIZACIÓN";"ESPECIALIDAD";21;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
278;"EDUCACIÓN FÍSICA";"ARTÍSTICA";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
279;"LENGUA Y LITERATURA";"";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
280;"MATEMÁTICA";"";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
281;"QUÍMICA";"";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
282;"LENGUA EXTRANJERA - INGLÉS";"";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
283;"EDUCACIÓN ARTÍSTICA - TEATRO";"ARTÍSTICA";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
284;"CIUDADANÍA Y POLÍTICA";"SOCIALES";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
285;"ADMINISTRACIÓN";"ESPECIALIDAD";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
286;"ECONOMÍA";"ESPECIALIDAD";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
287;"DERECHO";"ESPECIALIDAD";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
288;"RESPONSABILIDAD SOCIAL DE LAS ORGANIZACIONES";"ESPECIALIDAD";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
289;"ADMINISTRACIÓN FINANCIERA";"ESPECIALIDAD";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
290;"SISTEMAS DE INFORMACIÓN CONTABLE";"ESPECIALIDAD";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
291;"FORMACIÓN PARA LA VIDA Y EL TRABAJO";"";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
292;"FILOSOFÍA";"SOCIALES";22;"2024-09-04 00:00:00";"2024-09-04 00:00:00"
